vylovit+4	вытащить+из-под+l
odstrčit+7	отодвинуть+i
najít+s+7	найти+в+l
snášet+4	выдерживать+ради+g
přecházet+na+4	переходить+на+a
rozlišovat+4	различать+n
chodit+za+4	ходить+в+a
vést+v+6	вести+к+d
dělit+4	делить+g
přelézt+4	переползти+с+g
pozdravit+4	поздороваться+с+i
vybudovat+4	создать+a
vyměřit+4	установить+a
trpět+pro+4	страдать+от+g
vozit+3	возить+к+d
ubít+4	убить+a
pronést+o+6	произнести+над+i
podporovat+4	поддерживать+a
odjet+k+3	отправиться+к+d
usadit+7	усадить+на+a
zapříčinit+4	вызвать+n
trhat+na+4	срывать+с+i
prohlubovat+4	углублять+a
proběhnout+bez+2	пройти+без+g
bombardovat+4	бомбить+n
umožňovat+3	позволять+d
urazit+4	оскорбить+n
klepnout+4	стукнуть+по+d
zabít+7	убить+i
skupovat+4	скупать+n
trpět+za+4	страдать+за+a
prát+4	стирать+a
strhávat+4	срывать+a
odjet+na+4	уехать+на+a
přijíždět+7	подъезжать+к+d
kritizovat+4	критиковать+за+a
poslat+k+3	послать+к+d
skoncovat+s+7	покончить+с+i
uvádět+v+4	вводить+в+a
tvrdit+3	твердить+d
zhasínat+4	тушить+a
pronést+4	произнести+a
pokazit+4	испортить+a
kolísat+v+6	колебаться+в+l
shodovat+na+6	соглашаться+с+i
odbourat+4	устранить+a
skrývat+před+7	прятать+от+g
začlenit+4	принять+по+d
vozit+7	возить+a
rozhodit+4	раскинуть+a
dovádět+k+3	доводить+до+g
normalizovat+4	нормализовать+g
vytvářet+3	создавать+для+g
ponechat+na+6	оставить+в+l
usilovat+3	стремиться+к+d
kývnout+7	кивнуть+i
skákat+4	прыгать+a
udeřit+4	ударить+a
vyhnat+4	выгнать+в+a
položit+4	положить+a
odčerpat+4	отсосать+a
rozbít+na+4	разбить+о+a
padnout+3	рухнуть+под+i
zaručovat+4	гарантировать+a
shodovat+v+6	сходиться+во+l
dýchat+4	дышать+i
doporučovat+4	рекомендовать+a
připustit+4	допустить+g
poslat+4	послать+a
zacházet+7	обращаться+с+i
jmenovat+4	назначать+g
prohrávat+4	проигрывать+a
přispívat+k+3	способствовать+в+l
potvrzovat+4	подтверждать+a
záviset+na+6	зависеть+от+g
zapochybovat+o+6	усомниться+в+l
vrhnout+na+4	бросить+на+a
způsobit+7	привести+к+d
odskakovat+k+3	отскакивать+к+l
dojít+na+4	дойти+до+g
postát+4	постоять+у+g
přečíst+4	прочитать+a
strčit+do+2	сунуть+в+a
obsahovat+4	содержать+a
nalepit+7	приклеить+i
utéci+na+4	убежать+в+a
omezovat+4	ограничивать+a
odcházet+na+4	уходить+в+a
stát+7	стать+i
sjíždět+po+6	скатываться+по+d
popřít+4	опровергнуть+n
natočit+7	повернуть+к+d
hlasovat+o+6	проголосовать+за+n
rozmístit+4	расставить+по+d
předpokládat+4	предполагать+a
svěřovat+3	поверять+d
bít+s+7	биться+с+i
udělat+z+2	сделать+из+g
jít+za+4	выходить+за+a
obdivovat+3	восхищаться+i
vyhodit+za+4	выставить+за+a
potřebovat+k+3	нуждаться+в+l
uvést+3	привести+к+d
vystřelit+4	выстрелить+в+a
dospět+2	прийти+к+d
udeřit+na+4	ударить+по+l
nabízet+4	предлагать+a
umlčovat+4	заглушать+a
přepisovat+4	переписывать+a
přilétat+k+3	подлетать+к+d
klepnout+o+4	стукнуть+по+d
natáčet+4	снимать+a
platit+4	платить+за+a
odebrat+3	отобрать+у+g
osvětlovat+4	освещать+a
vytěžit+z+2	извлечь+из+g
snížit+4	уменьшить+a
uzavírat+s+7	заключать+с+i
demonstrovat+3	демонстрировать+d
dopadnout+na+4	упасть+на+a
poprosit+o+4	попросить+у+g
dát+3	дать+d
školit+4	обучать+g
umístit+4	поставить+перед+i
hrát+s+7	играть+с+i
odlišit+od+2	отделить+от+g
natáhnout+na+4	надеть+на+a
umožnit+3	позволить+d
odtrhovat+4	отрывать+g
odebrat+z+2	забрать+у+g
prožívat+4	переживать+a
chránit+před+7	защищать+от+g
vymýtit+4	искоренить+a
dojít+k+3	прийти+к+d
tlumit+4	гасить+n
studovat+na+4	учиться+на+a
obvinit+z+2	обвинить+в+l
projevovat+3	проявлять+d
shrnout+7	сгрести+в+n
zvolit+7	избрать+i
navrhnout+3	предложить+d
kouřit+4	курить+a
potkat+4	встретить+a
zamítnout+3	отказать+в+l
přidělit+k+3	прикрепить+к+d
experimentovat+s+7	экспериментировать+с+i
vonět+7	пахнуть+i
utrhnout+3	оторвать+у+g
přehánět+4	преувеличивать+a
vnucovat+3	навязывать+d
dopřát+3	дать+d
rovnat+4	поправлять+a
organizovat+4	организовывать+a
dodat+4	доставить+a
povýšit+4	выдвинуть+на+a
koukat+na+4	глядеть+на+a
ovládnout+4	охватить+i
začít+s+7	начать+с+g
sundat+3	снять+со+g
předurčit+7	предопределить+i
poztrácet+4	растерять+в+l
hledat+4	искать+a
využít+4	использовать+a
zahubit+4	погубить+a
pomoci+na+4	помочь+в+a
určit+7	предназначить+для+g
vyřešit+4	решить+a
bdít+nad+7	заботиться+о+l
schválit+3	утвердить+путем+g
zasypávat+4	засыпать+a
ponechat+4	оставить+в+l
potřebovat+od+2	нуждаться+в+a
vést+4	вести+a
pomyslet+na+4	подумать+о+l
udělit+3	наградить+a
obklopovat+7	окружать+i
probíhat+s+7	происходить+в+l
pomoci+4	помочь+a
děsit+2	пугать+g
utíkat+na+4	бежать+на+a
eliminovat+4	устранить+a
roztáhnout+4	раздвинуть+a
dohlížet+nad+7	надзирать+за+i
zmírnit+4	смягчить+a
zužitkovat+4	использовать+в+l
osvětlit+4	осветить+a
srovnávat+4	сравнивать+с+g
hlásit+3	докладывать+о+l
splatit+4	выплатить+a
řvát+na+4	орать+на+a
připadat+3	казаться+d
vyrozumět+z+2	понять+из+g
projíždět+7	проезжать+мимо+g
sesadit+4	отстранить+g
chybovat+4	ошибаться+перед+l
popisovat+4	описывать+a
vytetovat+4	вытатуировать+у+g
odlétnout+4	отлететь+в+a
svírat+4	сжимать+a
využívat+pro+4	пользоваться+в+l
přidávat+4	прибавлять+n
tlačit+4	давить+на+a
zvýšit+3	повысить+для+g
souhlasit+v+6	согласиться+с+i
štěkat+na+4	лаять+на+a
vědět+od+2	знать+о+l
vyčleňovat+na+4	выделять+на+a
pramenit+z+2	исходить+от+g
podpořit+v+6	поддержать+в+l
zaplatit+za+4	заплатить+за+a
páchat+4	совершать+g
podepřít+4	подпереть+a
přirovnávat+4	сравнивать+n
vykrást+4	ограбить+до+g
maximalizovat+4	максимизировать+a
zajít+3	зайти+к+d
vidět+s+7	увидеть+в+l
směřovat+k+3	направляться+на+a
udržovat+s+7	поддерживать+с+i
obcházet+4	обходить+a
přimět+4	заставить+g
nařídit+4	поставить+по+d
dostat+3	получить+от+g
podložit+4	подложить+a
skákat+na+4	прыгать+на+l
přivést+na+4	привести+к+d
padat+3	падать+на+a
žárlit+na+4	ревновать+к+l
vybrat+4	выбрать+a
vyhnat+na+4	изгнать+из+l
odjet+7	уехать+с+i
klesat+na+4	слабеть+по+d
odhalit+4	обнаружить+a
zahazovat+4	выбрасывать+a
nahlédnout+4	заглянуть+в+a
poklesnout+7	упасть+в+l
sevřít+3	сжать+a
ukazovat+3	показывать+d
vysvětlovat+7	объяснять+перед+i
prodloužit+4	продлить+a
udržet+7	удержаться+от+g
přizpůsobovat+4	приспосабливать+под+a
hodit+4	бросить+a
chtít+na+6	хотеть+о+l
připisovat+4	приписывать+к+d
odpovídat+3	соответствовать+d
přivázat+k+3	привязать+к+d
mít+z+2	носить+в+l
sklidit+4	собрать+a
překračovat+4	превышать+в+a
ukrást+pro+4	украсть+для+g
poznávat+4	узнавать+g
vyfotografovat+4	сфотографировать+a
táhnout+z+2	идти+вдоль+g
litovat+4	жалеть+об+l
přidat+4	добавить+a
nastupovat+4	вступать+на+a
usvědčovat+4	изобличать+a
přát+4	желать+g
vyskočit+na+4	вскочить+на+a
požadovat+o+4	требовать+от+g
ustupovat+od+2	отказываться+от+g
rušit+4	нарушать+a
zmačkat+4	скомкать+a
vypravovat+4	рассказывать+a
vytvořit+pro+4	создать+для+g
vozit+v+6	возить+в+l
navázat+7	завязать+с+i
spolupracovat+při+6	сотрудничать+в+l
vyhrožovat+3	угрожать+d
učinit+4	сделать+a
povýšit+na+4	выдвинуть+на+a
chtít+k+3	хотеть+о+l
zatknout+4	арестовать+g
sejít+s+7	спуститься+к+d
zapůsobit+na+4	воздействовать+на+a
zakrýt+7	закрыть+i
řvát+7	орать+g
vzít+za+4	взять+за+a
kroužit+7	кружить+над+i
chránit+4	защищать+a
lovit+4	охотиться+на+a
zrychlit+4	ускорить+a
odnést+na+4	отнести+на+a
odebrat+od+2	отнять+у+g
odrazovat+od+2	отбивать+у+g
zodpovědět+4	ответить+на+a
předejít+4	избежать+g
vytrhnout+z+2	выхватить+из+g
sjíždět+4	спускаться+в+l
zasáhnout+7	вмешаться+с+i
přemoci+7	победить+i
vyhnat+do+2	выгнать+в+a
vyjednávat+3	договариваться+с+i
bojkotovat+4	бойкотировать+a
brát+4	брать+a
pronajmout+4	снять+a
odejít+3	отойти+к+d
angažovat+v+6	вовлекать+в+a
zhasnout+4	потушить+a
rozdrtit+4	раздавить+g
zdvojnásobit+4	удвоить+a
sjet+7	спуститься+l
nechat+za+4	оставить+за+i
poškodit+4	повредить+d
investovat+4	инвестировать+в+a
chytit+za+4	схватить+за+a
sázet+s+7	ставить+на+a
odmítnout+3	отказаться+от+g
doplácet+na+4	расплачиваться+за+a
stisknout+3	нажать+на+a
setřít+4	стереть+a
použít+k+3	использовать+для+g
potopit+4	утопить+a
chápat+4	понимать+a
podceňovat+4	недооценивать+n
vštípit+4	привить+n
doporučit+4	порекомендовать+g
rozdělit+na+4	разделить+на+a
zaměřit+4	сосредоточить+на+l
zestátnit+4	национализировать+a
vyslat+3	направить+в+a
vézt+3	везти+d
odrazit+v+6	отразить+в+l
vyčítat+3	упрекать+g
urážet+4	оскорблять+g
rvát+na+4	рвать+в+a
vylézt+na+4	влезть+на+a
vyjímat+4	исключать+g
zahnout+do+2	свернуть+с+g
přenášet+4	переносить+a
sejmout+4	снять+a
praštit+7	ударить+i
sbírat+pro+4	собирать+для+g
vyučovat+v+6	преподавать+в+l
odepřít+3	отказать+в+l
přistihnout+4	застичь+g
zahýbat+4	сворачивать+за+a
oslabit+na+4	ослабить+в+l
směrovat+4	направлять+a
rozdělit+mezi+7	распределить+между+i
vypustit+z+2	выпустить+из+g
udělat+4	сделать+a
filtrovat+4	фильтровать+a
vybrat+7	выбрать+между+i
spolupracovat+s+7	сотрудничать+с+i
používat+4	использовать+a
přispívat+4	способствовать+g
vzít+do+2	взять+в+a
udržet+s+7	удержаться+на+l
zařadit+k+3	включить+в+a
vytáhnout+7	вытащить+из+g
zahlédnout+4	увидеть+a
přepsat+4	переписать+a
přehodit+7	перебросить+через+a
trhat+4	срывать+с+i
zmenšit+4	сократить+a
svírat+7	сжимать+i
přiřknout+3	присудить+g
zašermovat+7	замахать+i
založit+7	основать+между+i
rozdělovat+mezi+4	распределять+по+d
plakat+4	плакать+об+l
slyšet+4	слышать+a
vstupovat+v+4	вступать+в+a
zhotovit+z+2	сделать+из+g
napsat+3	написать+d
propouštět+4	увольнять+g
chodívat+3	ходить+к+d
sestoupit+k+3	спуститься+к+d
barvit+4	красить+a
vázat+4	связывать+с+i
pročesávat+4	прочесывать+g
ležet+v+6	лежать+в+l
zapadnout+do+2	погрузиться+в+a
říkat+4	говорить+a
přetrvat+4	сохраниться+на+l
vybírat+z+2	выбирать+из+g
promýšlet+4	обдумывать+a
líbat+3	целовать+d
vyslovovat+4	произносить+a
rozlišit+4	различить+g
hořet+7	гореть+i
vyhrát+v+6	выиграть+в+a
přejmenovat+4	переименовать+в+a
patřit+mezi+4	принадлежать+к+d
postoupit+k+3	двинуться+в+l
pozvat+4	пригласить+на+a
stavět+z+2	ставить+перед+i
vést+za+4	вести+за+a
obnovovat+4	восстанавливать+n
převyšovat+4	превышать+a
vyjít+z+2	выйти+из+g
zalévat+4	поливать+a
přitahovat+4	привлекать+g
uškrtit+4	задушить+g
motivovat+4	мотивировать+g
brzdit+4	тормозить+a
signalizovat+4	сигнализировать+о+l
vyhlašovat+4	заявлять+о+l
konkurovat+v+6	конкурировать+с+i
osvobodit+4	освободить+a
střílet+z+2	стрелять+из+g
zorganizovat+4	организовать+a
utvářet+4	формировать+a
uložit+na+4	уложить+на+a
vylévat+4	выливать+в+a
potírat+4	бороться+с+i
šeptat+4	шептать+посреди+g
oznámit+3	сообщить+d
restrukturalizovat+4	реструктурировать+a
kolísat+mezi+7	колебаться+между+i
točit+4	снимать+a
eskortovat+4	конвоировать+a
šetřit+4	беречь+a
nosit+4	носить+a
vymýšlet+4	придумывать+n
tisknout+na+6	прижимать+к+l
žertovat+s+7	шутить+с+i
prokázat+7	продемонстрировать+a
zabránit+7	воспрепятствовать+путем+g
zahánět+4	отгонять+от+g
nakoupit+4	закупить+a
přesunout+4	переместить+на+a
podílet+na+6	участвовать+в+l
odvézt+v+6	увезти+с+i
rozsvítit+4	зажечь+a
chodit+4	ходить+по+d
nalít+3	налить+в+a
přikrýt+4	прикрыть+a
opouštět+4	покидать+a
převzít+4	принять+на+a
nechat+3	оставить+d
liberalizovat+4	либерализовать+a
kopnout+7	пнуть+i
vyjádřit+3	выразить+d
zůstat+po+6	остаться+в+l
sladit+7	согласовать+с+i
dostávat+2	получать+от+g
dopravit+na+6	доставить+с+g
narazit+s+7	столкнуться+с+i
stáhnout+7	снять+с+g
rozeznat+4	различить+a
nazvat+7	назвать+i
jet+k+3	ехать+в+a
neutralizovat+4	нейтрализовать+n
odletět+na+6	улететь+на+l
požádat+4	попросить+у+g
vytlačit+4	вытеснить+a
hovořit+4	говорить+о+l
zajít+na+4	сходить+в+a
zaručit+7	обеспечить+посредством+g
chodívat+k+3	ходить+к+d
uslyšet+4	услышать+a
podávat+4	подавать+a
splynout+v+4	слиться+в+a
prozkoumat+4	обследовать+a
kousnout+4	укусить+за+a
hnát+z+2	нестись+по+d
vpustit+4	впустить+g
upadnout+v+4	впасть+в+a
přenést+3	перенести+к+d
trefit+7	попасть+в+a
přestupovat+na+4	переходить+в+a
plout+v+6	плыть+в+l
přikládat+k+3	прикладывать+к+d
vychovávat+4	растить+g
upomínat+4	напоминать+о+l
pomáhat+7	помогать+i
oslavit+4	отметить+n
zaznamenávat+4	регистрировать+a
vyjít+s+7	выйти+из+g
zůstat+na+6	остаться+на+l
držet+v+6	держать+в+l
hledět+3	глядеть+на+a
opřít+o+4	прислонить+к+d
strčit+4	сунуть+a
psát+o+6	писать+о+l
promyslet+4	продумать+a
zapomínat+na+4	забывать+о+l
vybrat+z+2	выбрать+средь+g
postavit+před+4	поставить+перед+i
pokrývat+7	покрывать+i
odhalovat+4	обнажать+a
vyplácet+4	выплачивать+g
zbořit+4	разрушить+a
zanechávat+po+6	оставлять+за+i
vzniknout+7	произойти+от+g
utřít+7	вытереть+i
mluvit+z+2	говорить+с+g
potřebovat+4	нуждаться+в+l
jezdit+po+6	ездить+по+d
dopřát+4	дать+a
uchovávat+4	сохранять+a
dohodnout+4	договориться+о+l
zahalit+4	окутать+a
obklopovat+4	окружать+a
vonět+4	пахнуть+i
rozčilovat+4	расстраивать+a
přivézt+na+4	привезти+на+a
otočit+k+3	повернуть+к+d
stihnout+4	успеть+a
docházet+k+3	происходить+в+a
strkat+za+4	совать+за+a
náležet+k+3	принадлежать+к+d
objevit+4	обнаружить+a
chrlit+4	изрыгать+a
opatřit+4	устроить+на+l
způsobit+4	привести+к+d
přemáhat+4	подавлять+g
šlápnout+na+4	наступить+на+a
vystupňovat+4	усилить+n
dodat+3	придать+d
běžet+na+4	бежать+на+a
sehnat+3	раздобыть+на+l
stoupnout+na+4	подняться+до+l
připadnout+2	достаться+после+g
odcházet+s+7	уходить+с+i
eliminovat+7	устранить+с+i
vyhnat+z+2	выгнать+из+g
zapomínat+4	забывать+о+l
mít+od+2	владеть+с+g
pomáhat+3	помогать+d
uplatňovat+4	применять+n
chytat+za+4	хватать+за+a
sloužit+k+3	служить+для+g
vzbudit+4	вызвать+a
bojovat+za+4	бороться+за+a
uvést+v+4	поставить+на+a
dopřávat+3	давать+g
doporučovat+3	советовать+d
spadnout+na+4	упасть+на+a
přidělit+3	определить+в+a
splývat+v+4	сливаться+в+a
nabádat+4	побуждать+g
nabírat+3	черпать+в+l
zajet+na+6	заехать+на+a
zaostat+za+7	отстать+в+l
vyzývat+k+3	призывать+к+d
svrhnout+na+4	сбросить+на+a
dorůst+4	дорасти+до+g
šlapat+na+4	ступать+по+l
zaspat+4	проспать+a
uvařit+3	приготовить+на+a
nasbírat+2	собрать+из+g
vyklidit+4	освободить+a
věnovat+3	посвятить+d
mít+4	иметь+a
připoutat+4	привязать+a
nalévat+2	наливать+a
odejmout+3	лишить+g
vracet+4	возвращать+a
ozbrojit+7	вооружить+i
jezdit+4	ездить+на+a
obětovat+3	пожертвовать+ради+l
odeslat+na+4	отправить+на+a
usilovat+o+4	стремиться+к+d
konstatovat+4	констатировать+a
obnášet+4	составлять+около+l
smířit+4	примирить+l
postoupit+3	двинуться+в+l
zaútočit+7	напасть+на+a
ustanovit+4	установить+a
řvát+4	орать+в+a
zvednout+4	поднять+a
zamířit+k+3	направиться+к+d
škodit+3	вредить+d
slavit+4	славить+g
usednout+k+3	сесть+за+a
znemožňovat+3	препятствовать+d
udržovat+4	поддерживать+a
vyrůst+z+2	вырасти+из+g
imitovat+4	имитировать+n
žehnat+3	благословлять+с+g
přemítat+nad+7	размышлять+над+i
snést+4	вынести+g
předběhnout+4	опередить+a
střelit+z+2	выстрелить+из+g
zachytit+za+4	зацепиться+за+a
vypuzovat+4	изгонять+n
zacházet+4	обращаться+с+i
seřadit+4	выстроить+n
zodpovídat+4	отвечать+за+a
prodlužovat+4	продлевать+g
ztížit+4	усложнить+a
křičet+7	кричать+от+g
utéci+3	убежать+от+g
čekat+od+2	ждать+от+g
přicházet+4	приходить+a
ohlašovat+7	объявлять+о+l
nabídnout+3	предложить+d
pracovat+s+7	работать+с+i
zabrzdit+4	затормозить+у+g
mířit+7	направляться+к+d
hnát+za+7	нестись+за+i
svědčit+o+6	свидетельствовать+о+l
chytit+2	схватить+за+a
počkat+s+7	подождать+с+i
plést+7	путать+с+i
slyšet+o+6	слышать+о+l
přirovnat+4	сравнить+a
koncentrovat+4	сосредоточить+в+l
velet+3	командовать+i
pozměnit+4	изменить+a
uklidit+4	убрать+в+a
činit+7	составлять+около+l
vycházet+z+2	исходить+из+g
dovést+4	привести+a
projít+7	пройти+через+a
hlasovat+proti+3	проголосовать+против+g
svolávat+4	созывать+g
zapomenout+4	позабыть+о+l
končit+4	кончать+a
dojít+3	подойти+к+d
sedět+na+6	сидеть+на+l
umožnit+4	позволить+a
zkoušet+na+6	пробовать+на+l
zachytit+7	схватить+i
vyvážet+4	экспортировать+a
hltat+4	глотать+a
zaznamenat+4	зарегистрировать+в+l
zbavit+4	лишить+g
porušit+4	нарушить+a
limitovat+4	ограничить+до+g
zapalovat+4	зажигать+a
shořet+při+6	сгореть+при+l
zdědit+po+6	унаследовать+от+g
pouštět+3	запускать+a
spisovat+4	писать+о+l
zasluhovat+4	заслуживать+g
jít+od+2	идти+от+g
uzamknout+4	запереть+в+l
přeskočit+4	перепрыгнуть+через+a
klepat+7	стучать+i
podléhat+3	поддаваться+d
spěchat+s+7	спешить+ко+d
lámat+7	ломать+над+i
rozložit+na+4	разложить+на+a
převážit+4	перевесить+a
vyjíždět+7	выезжать+со+i
sehrát+4	сыграть+a
narušit+4	нарушить+a
použít+na+4	воспользоваться+без+g
pěstovat+4	разводить+a
vyjadřovat+4	выражать+a
poprosit+4	попросить+у+g
provést+4	провести+a
urazit+7	оскорбить+i
zakazovat+4	запрещать+a
záležet+na+6	зависеть+от+g
zrcadlit+4	отражать+a
naznačovat+4	указывать+на+a
růst+3	рост+d
zpracovávat+4	перерабатывать+a
ponechat+3	оставить+d
strhnout+z+2	сорвать+с+g
setrvávat+v+6	пребывать+в+l
pokřtít+4	окрестить+g
přijmout+za+4	взять+на+a
zbavovat+2	лишать+g
připomenout+3	напомнить+d
zahrát+4	сыграть+в+a
prohlédnout+4	осмотреть+a
políbit+4	поцеловать+a
poklesnout+o+4	упасть+на+l
zachycovat+2	собирать+g
patřit+na+4	относиться+к+d
přivítat+4	встретить+в+n
prorazit+7	пробить+i
osvobozovat+4	освобождать+a
obžalovat+z+2	обвинить+в+l
mrštit+4	швырнуть+в+a
říci+za+4	сказать+за+a
nahradit+4	заменить+a
urychlovat+4	ускорять+a
běhat+po+6	бегать+по+d
tleskat+3	рукоплескать+d
vyjít+za+7	выйти+за+i
přikládat+4	придавать+g
honit+s+7	гоняться+за+i
dostat+2	получить+от+g
učinit+3	сделать+против+g
ohřát+4	разогреть+a
mučit+4	мучить+n
osvěžit+4	освежить+в+l
rozlišit+7	отличить+от+g
zvýšit+o+4	увеличить+на+l
přecházet+do+2	ходить+из+g
tahat+za+4	тянуть+за+a
nadchnout+4	воодушевить+a
odvést+k+3	отвести+к+d
učinit+na+4	сделать+для+g
vzbuzovat+4	внушать+g
zakopat+4	закопать+в+a
přesvědčit+o+6	убедить+в+l
vtáhnout+4	втянуть+a
volat+s+7	призывать+к+d
okrást+4	обокрасть+g
probírat+4	перебирать+a
předcházet+4	предшествовать+d
pozvednout+4	повысить+a
podniknout+v+6	предпринять+для+g
svádět+4	сваливать+на+a
tahat+do+2	таскать+в+a
maskovat+4	маскировать+n
zvítězit+v+6	победить+на+l
zkreslit+4	исказить+a
nacházet+4	находить+a
přijet+7	приехать+к+d
prohlašovat+za+4	заявлять+о+l
vystopovat+4	проследить+за+i
zabouchnout+4	захлопнуть+a
přistoupit+na+4	согласиться+на+a
odjet+v+6	отправиться+в+l
naučit+4	научить+g
sdělovat+o+6	сообщать+о+l
tepat+4	стучать+в+a
nastavit+3	подставить+d
zavést+k+3	провести+к+d
doplácet+4	расплачиваться+за+a
převažovat+4	перевешивать+g
zaručit+4	гарантировать+a
poslechnout+4	послушать+a
hájit+4	защищать+a
obracet+4	переворачивать+a
šít+4	шить+d
regulovat+4	регулировать+a
minout+7	пройти+вдоль+g
přestoupit+na+4	перейти+в+a
stát+3	стоять+на+l
odnášet+4	уносить+a
vycítit+4	почувствовать+n
zabavit+7	занять+i
důvěřovat+3	доверять+d
informovat+o+6	информировать+о+l
stříkat+4	брызгать+на+a
utratit+4	потратить+на+a
napadnout+7	напасть+на+a
rozšířit+o+4	расширить+до+g
odvádět+na+4	уводить+на+a
vtahovat+4	втаскивать+в+a
trvat+3	настаивать+на+l
prohlašovat+o+6	заявлять+о+l
protrhnout+4	прорвать+a
předejít+7	предотвратить+посредством+g
doufat+v+4	надеяться+на+a
kontrolovat+4	контролировать+a
vytvořit+4	создать+a
jet+v+6	ехать+в+l
posunout+4	передвинуть+на+a
akumulovat+4	накопить+a
držet+za+4	держаться+за+a
vnutit+3	навязать+d
uniknout+před+7	ускользнуть+от+g
svítit+3	освещать+a
stát+o+4	стать+в+l
uklidňovat+4	успокаивать+g
uvidět+v+6	увидеть+в+l
donést+4	принести+a
prohrát+o+4	проиграть+с+i
popsat+7	описать+i
potřást+7	потрясти+i
hrát+v+4	играть+в+a
odmítnout+4	отказаться+от+g
vlézt+k+3	влезть+к+d
spočívat+na+6	лежать+на+l
chytat+7	хватать+за+a
prásknout+4	хлопнуть+a
měnit+na+4	менять+в+l
zaplatit+3	заплатить+за+a
odmítat+4	отвергать+a
pocítit+4	почувствовать+a
vysadit+z+2	высадить+с+i
napovídat+3	подсказывать+d
chytit+7	охватить+i
pochybovat+o+6	сомневаться+в+l
oddělit+4	отделить+от+g
vynahradit+4	возместить+a
zrušit+4	отменить+a
předávat+4	передавать+a
zakázat+3	запретить+d
zachovávat+v+6	хранить+в+l
zavádět+4	вводить+a
znít+7	звучать+для+g
podávat+3	подавать+d
řezat+4	резать+a
žádat+po+6	требовать+от+g
zahrnout+4	включить+n
sbírat+na+4	собирать+на+a
vydělat+na+6	заработать+перед+i
vkročit+na+4	вступить+в+l
zastávat+2	занимать+g
umožňovat+4	делать+a
zahodit+4	выбросить+a
naslouchat+3	прислушиваться+к+d
snímat+4	снимать+a
ochladit+4	охладить+a
zdůraznit+3	подчеркнуть+a
nést+4	нести+a
cestovat+na+4	ездить+на+l
uplatnit+4	заявить+во+a
zkazit+4	испортить+a
změnit+na+6	изменить+в+l
projet+7	проехать+a
předpovědět+4	предсказать+a
točit+3	крутить+i
přizpůsobit+3	приспособить+к+d
usazovat+4	усаживать+a
napadat+2	нападать+на+a
vymezit+7	ограничить+i
mýt+4	мыть+a
vést+s+7	идти+под+a
využívat+na+4	использовать+для+g
kolísat+na+4	колебаться+от+g
sejít+4	сдать+за+a
podkopat+4	подорвать+a
splynout+do+2	слиться+с+i
zabíjet+4	убивать+g
oslabovat+4	ослаблять+a
rozebrat+4	разобрать+a
soudit+s+7	судить+о+l
zlobit+na+4	сердить+на+a
povolovat+4	разрешать+a
popisovat+7	описывать+g
pokrýt+4	покрыть+i
přestoupit+4	перейти+в+a
oženit+s+7	женить+на+l
odjet+po+6	уехать+с+i
polykat+4	глотать+n
zavolat+4	позвонить+в+a
volit+mezi+7	выбирать+между+i
vyzbrojit+4	вооружить+a
použít+2	использовать+для+g
připouštět+4	допускать+g
zamáčknout+4	смять+a
upozorňovat+7	указывать+на+a
strhat+z+2	сорвать+с+g
lomcovat+7	трясти+a
přilákat+7	привлечь+g
postavit+3	поставить+перед+i
vrhat+4	бросать+a
otevřít+7	открыть+i
hospodařit+7	хозяйничать+i
projevit+4	проявить+a
nosit+k+3	носить+у+g
vystřihnout+4	вырезать+из+g
posunovat+4	двигать+a
přebírat+4	принимать+на+a
tlačit+na+4	давить+на+a
odsoudit+4	осудить+a
narazit+4	наткнуться+на+a
mířit+k+3	направляться+к+d
couvat+před+7	отступать+перед+i
přeletět+4	перелететь+через+a
namířit+k+3	направить+на+a
ohřívat+4	греть+под+i
zasvětit+3	посвятить+d
zkrátit+4	сократить+a
utíkat+před+7	спасаться+от+g
zastavovat+4	задерживать+a
slupnout+4	слопать+по+d
vyměňovat+s+7	менять+на+a
hovořit+s+7	говорить+с+i
vyrobit+z+2	изготовить+из+g
těžit+4	разрабатывать+g
vyrůst+o+4	вырасти+на+a
uhradit+4	покрыть+a
napodobovat+4	подражать+d
tvořit+4	составлять+a
dosáhnout+v+6	достичь+в+l
zapojovat+4	вовлекать+g
dodávat+4	придавать+a
užívat+4	принимать+a
hýbat+7	ворочать+i
vyčkávat+2	ждать+за+i
bránit+3	мешать+d
odnést+k+3	отнести+в+a
odnaučit+4	отучить+от+g
vzrůst+o+4	возрасти+на+l
dorazit+na+6	добраться+до+l
nechat+4	оставить+a
natočit+3	повернуть+к+d
posilovat+4	подкреплять+n
pokládat+3	укладывать+к+d
vypít+4	выпить+a
hodit+7	запустить+в+a
bývat+2	бывать+в+l
využívat+k+3	использовать+для+g
větrat+4	проветривать+a
minimalizovat+4	минимизировать+a
vyhlásit+3	объявить+о+l
skládat+4	сдавать+a
zapojit+4	вовлечь+в+a
zůstávat+z+2	оставаться+под+i
přiblížit+4	приблизить+a
jít+proti+3	пойти+против+g
klást+7	прокладывать+в+l
věřit+o+6	верить+в+a
zatarasit+4	загородить+a
vyprávět+o+6	рассказывать+о+l
oslabit+7	ослабить+i
chystat+3	готовить+на+a
disponovat+7	обладать+i
verbovat+4	вербовать+g
kupovat+4	покупать+a
rozdělit+mezi+4	поделить+между+i
snít+4	мечтать+о+l
chtít+po+6	требовать+от+g
oddálit+4	оттянуть+a
plout+na+4	идти+от+g
